0.000,-710
,0.041,-640
,0.082,-80
,0.123,430
,0.164,390
,0.205,-160
,0.246,-680
,0.287,-680
,0.328,-150
,0.369,390
,0.410,430
,0.451,-90
,0.492,-640
,0.533,-720
,0.574,-210
,0.615,340
,0.656,460
,0.697,0
,0.738,-580
,0.779,-720
,0.820,-300
,0.861,300
,0.902,480
,0.943,60
,0.984,-530
,1.025,-740
,1.066,-360
,1.107,250
,1.148,480
,1.189,120
,1.231,-490
,1.272,-740
,1.313,-410
,1.354,200
,1.395,490
,1.436,170
,1.477,-450
,1.518,-740
,1.559,-470
,1.600,150
,1.641,480
,1.682,250
,1.723,-360
,1.764,-730
,1.805,-540
,1.846,70
,1.887,480
,1.928,310
,1.969,-300
,2.010,-720
,2.051,-580
,2.092,0
,2.133,460
,2.174,340
,2.215,-250
,2.256,-710
,2.297,-630
,2.338,-50
,2.379,440
,2.420,380
,2.461,-180
,2.502,-680
,2.543,-660
,2.584,-120
,2.625,400
,2.666,390
,2.707,-160
,2.748,-660
,2.789,-680
,2.830,-140
,2.871,390
,2.912,430
,2.953,-100
,2.994,-640
,3.035,-690
,3.076,-200
,3.117,360
,3.158,450
,3.199,-70
,3.240,-600
,3.281,-720
,3.322,-260
,3.363,310
,3.404,470
,3.445,30
,3.486,-560
,3.527,-720
,3.568,-320
,3.610,280
,3.651,490
,3.692,140
,3.733,-480
,3.774,-740
,3.815,-420
,3.856,190
,3.897,490
,3.938,190
,3.979,-420
,4.020,-750
,4.061,-490
,4.102,140
,4.143,480
,4.184,240
,4.225,-370
,4.266,-740
,4.307,-530
,4.348,80
,4.389,480
,4.430,290
,4.471,-320
,4.512,-730
,4.553,-570
,4.594,30
,4.635,470
,4.676,330
,4.717,-290
,4.758,-720
,4.799,-590
,4.840,30
,4.881,460
,4.922,350
,4.963,-240
,5.004,-710
,5.045,-630
,5.086,-50
,5.127,440
,5.168,390
,5.209,-170
,5.250,-680
,5.291,-650
,5.332,-120
,5.373,400
,5.414,420
,5.455,-120
,5.496,-650
,5.537,-690
,5.578,-180
,5.619,380
,5.660,440
,5.701,-70
,5.742,-610
,5.783,-720
,5.824,-250
,5.865,330
,5.906,470
,5.947,10
,5.989,-570
,6.030,-720
,6.071,-310
,6.112,300
,6.153,480
,6.194,70
,6.235,-530
,6.276,-740
,6.317,-360
,6.358,240
,6.399,490
,6.440,130
,6.481,-490
,6.522,-740
,6.563,-410
,6.604,190
,6.645,490
,6.686,190
,6.727,-440
,6.768,-740
,6.809,-490
,6.850,140
,6.891,480
,6.932,240
,6.973,-360
,7.014,-740
,7.055,-530
,7.096,70
,7.137,480
,7.178,300
,7.219,-310
,7.260,-720
,7.301,-570
,7.342,20
,7.383,470
,7.424,340
,7.465,-250
,7.506,-720
,7.547,-610
,7.588,-40
,7.629,440
,7.670,380
,7.711,-190
,7.752,-690
,7.793,-660
,7.834,-100
,7.875,400
,7.916,420
,7.957,-120
,7.998,-640
,8.039,-690
,8.080,-170
,8.121,380
,8.162,440
,8.203,-80
,8.244,-610
,8.285,-720
,8.326,-250
,8.368,340
,8.409,470
,8.450,0
,8.491,-570
,8.532,-720
,8.573,-290
,8.614,300
,8.655,480
,8.696,70
,8.737,-530
,8.778,-730
,8.819,-370
,8.860,240
,8.901,490
,8.942,140
,8.983,-480
,9.024,-740
,9.065,-430
,9.106,190
,9.147,500
,9.188,190
,9.229,-420
,9.270,-740
,9.311,-490
,9.352,140
,9.393,480
,9.434,240
,9.475,-370
,9.516,-740
,9.557,-530
,9.598,70
,9.639,480
,9.680,300
,9.721,-310
,9.762,-720
,9.803,-570
,9.844,0
,9.885,460
,9.926,350
,9.967,-250
,10.008,-710
,10.049,-630
,10.090,-40
,10.131,440
,10.172,390
,10.213,-180
,10.254,-680
,10.295,-650
,10.336,-100
,10.377,410
,10.418,410
,10.459,-120
,0.000,68
,95.234,29
,190.469,4
,285.703,5
,380.938,4
,476.172,5
,571.406,5
,666.641,4
,761.875,4
,857.109,4
,952.344,4
,1047.578,4
,1142.813,4
,1238.047,4
,1333.281,4
,1428.516,3
,1523.750,3
,1618.984,4
,1714.219,2
,1809.453,2
,1904.688,3
,1999.922,3
,2095.156,3
,2190.391,3
,2285.625,2
,2380.859,4
,2476.094,3
,2571.328,3
,2666.563,4
,2761.797,2
,2857.031,4
,2952.266,3
,3047.500,1
,3142.734,2
,3237.969,2
,3333.203,0
,3428.438,4
,3523.672,3
,3618.906,1
,3714.141,4
,3809.375,1
,3904.609,76
,3999.844,156
,4095.078,76
,4190.313,4
,4285.547,2
,4380.781,4
,4476.016,4
,4571.250,0
,4666.484,4
,4761.719,2
,4856.953,1
,4952.188,2
,5047.422,1
,5142.656,2
,5237.891,2
,5333.125,2
,5428.359,2
,5523.594,1
,5618.828,2
,5714.063,2
,5809.297,1
,5904.531,1
,5999.766,2
,6095.000,0
,6190.234,0
,6285.469,1
,6380.703,1
,6475.938,1
,6571.172,0
,6666.406,1
,6761.641,1
,6856.875,1
,6952.109,2
,7047.344,0
,7142.578,2
,7237.813,1
,7333.047,0
,7428.281,1
,7523.516,1
,7618.750,1
,7713.984,1
,7809.219,1
,7904.453,1
,7999.688,0
,8094.922,1
,8190.156,2
,8285.391,1
,8380.625,1
,8475.859,1
,8571.094,1
,8666.328,1
,8761.563,1
,8856.797,1
,8952.031,2
,9047.266,1
,9142.500,1
,9237.734,1
,9332.969,1
,9428.203,1
,9523.438,1
,9618.672,0
,9713.906,1
,9809.141,1
,9904.375,1
,9999.609,1
,10094.844,0
,10190.078,1
,10285.313,1
,10380.547,2
,10475.781,1
,10571.016,1
,10666.250,0
,10761.484,1
,10856.719,2
,10951.953,0
,11047.188,1
,11142.422,1
,11237.656,1
,11332.891,1
,11428.125,1
,11523.359,1
,11618.594,1
,11713.828,1
,11809.063,1
,11904.297,2
,11999.531,1
,12094.766,2
,
