0.000,470
,0.041,630
,0.082,570
,0.123,390
,0.164,80
,0.205,-360
,0.246,-770
,0.287,-970
,0.328,-900
,0.369,-730
,0.410,-420
,0.451,20
,0.492,420
,0.533,630
,0.574,600
,0.615,430
,0.656,140
,0.697,-310
,0.738,-720
,0.779,-970
,0.820,-930
,0.861,-770
,0.902,-500
,0.943,-80
,0.984,360
,1.025,620
,1.066,620
,1.107,470
,1.148,200
,1.189,-200
,1.231,-650
,1.272,-930
,1.313,-950
,1.354,-800
,1.395,-550
,1.436,-140
,1.477,310
,1.518,600
,1.559,630
,1.600,490
,1.641,250
,1.682,-140
,1.723,-610
,1.764,-910
,1.805,-950
,1.846,-840
,1.887,-610
,1.928,-240
,1.969,240
,2.010,570
,2.051,630
,2.092,520
,2.133,300
,2.174,-90
,2.215,-520
,2.256,-870
,2.297,-970
,2.338,-880
,2.379,-680
,2.420,-350
,2.461,120
,2.502,490
,2.543,640
,2.584,570
,2.625,380
,2.666,60
,2.707,-400
,2.748,-790
,2.789,-970
,2.830,-900
,2.871,-730
,2.912,-420
,2.953,30
,2.994,440
,3.035,630
,3.076,600
,3.117,410
,3.158,140
,3.199,-320
,3.240,-730
,3.281,-970
,3.322,-930
,3.363,-770
,3.404,-510
,3.445,-80
,3.486,350
,3.527,620
,3.568,620
,3.610,470
,3.651,200
,3.692,-200
,3.733,-640
,3.774,-930
,3.815,-950
,3.856,-810
,3.897,-570
,3.938,-170
,3.979,280
,4.020,600
,4.061,630
,4.102,510
,4.143,270
,4.184,-110
,4.225,-570
,4.266,-900
,4.307,-950
,4.348,-840
,4.389,-620
,4.430,-250
,4.471,230
,4.512,560
,4.553,630
,4.594,520
,4.635,300
,4.676,-80
,4.717,-520
,4.758,-870
,4.799,-970
,4.840,-870
,4.881,-660
,4.922,-320
,4.963,150
,5.004,510
,5.045,630
,5.086,560
,5.127,350
,5.168,30
,5.209,-440
,5.250,-800
,5.291,-970
,5.332,-890
,5.373,-710
,5.414,-400
,5.455,30
,5.496,410
,5.537,630
,5.578,570
,5.619,430
,5.660,130
,5.701,-320
,5.742,-720
,5.783,-960
,5.824,-930
,5.865,-770
,5.906,-490
,5.947,-70
,5.989,360
,6.030,620
,6.071,600
,6.112,460
,6.153,190
,6.194,-230
,6.235,-660
,6.276,-930
,6.317,-950
,6.358,-800
,6.399,-560
,6.440,-160
,6.481,280
,6.522,580
,6.563,620
,6.604,500
,6.645,270
,6.686,-110
,6.727,-570
,6.768,-890
,6.809,-960
,6.850,-850
,6.891,-630
,6.932,-280
,6.973,190
,7.014,530
,7.055,630
,7.096,540
,7.137,310
,7.178,-20
,7.219,-500
,7.260,-840
,7.301,-960
,7.342,-890
,7.383,-680
,7.424,-350
,7.465,120
,7.506,510
,7.547,630
,7.588,560
,7.629,350
,7.670,30
,7.711,-420
,7.752,-790
,7.793,-970
,7.834,-890
,7.875,-720
,7.916,-400
,7.957,40
,7.998,440
,8.039,630
,8.080,590
,8.121,410
,8.162,120
,8.203,-340
,8.244,-730
,8.285,-970
,8.326,-920
,8.368,-760
,8.409,-490
,8.450,-40
,8.491,380
,8.532,620
,8.573,600
,8.614,460
,8.655,200
,8.696,-210
,8.737,-650
,8.778,-930
,8.819,-940
,8.860,-810
,8.901,-570
,8.942,-160
,8.983,290
,9.024,600
,9.065,620
,9.106,490
,9.147,260
,9.188,-130
,9.229,-580
,9.270,-900
,9.311,-950
,9.352,-840
,9.393,-610
,9.434,-260
,9.475,220
,9.516,550
,9.557,620
,9.598,510
,9.639,290
,9.680,-100
,9.721,-530
,9.762,-870
,9.803,-950
,9.844,-870
,9.885,-650
,9.926,-320
,9.967,150
,10.008,510
,10.049,630
,10.090,560
,10.131,350
,10.172,10
,10.213,-450
,10.254,-810
,10.295,-970
,10.336,-890
,10.377,-710
,10.418,-400
,10.459,70
,0.000,87
,95.234,38
,190.469,6
,285.703,4
,380.938,5
,476.172,4
,571.406,5
,666.641,4
,761.875,2
,857.109,4
,952.344,4
,1047.578,4
,1142.813,4
,1238.047,4
,1333.281,4
,1428.516,4
,1523.750,2
,1618.984,3
,1714.219,3
,1809.453,2
,1904.688,107
,1999.922,200
,2095.156,101
,2190.391,3
,2285.625,2
,2380.859,4
,2476.094,2
,2571.328,4
,2666.563,2
,2761.797,1
,2857.031,3
,2952.266,3
,3047.500,0
,3142.734,2
,3237.969,3
,3333.203,1
,3428.438,1
,3523.672,1
,3618.906,1
,3714.141,4
,3809.375,0
,3904.609,2
,3999.844,1
,4095.078,2
,4190.313,3
,4285.547,2
,4380.781,1
,4476.016,2
,4571.250,3
,4666.484,2
,4761.719,3
,4856.953,1
,4952.188,2
,5047.422,2
,5142.656,2
,5237.891,2
,5333.125,1
,5428.359,2
,5523.594,2
,5618.828,2
,5714.063,1
,5809.297,2
,5904.531,6
,5999.766,10
,6095.000,5
,6190.234,1
,6285.469,0
,6380.703,3
,6475.938,0
,6571.172,1
,6666.406,0
,6761.641,0
,6856.875,1
,6952.109,1
,7047.344,2
,7142.578,1
,7237.813,1
,7333.047,2
,7428.281,2
,7523.516,1
,7618.750,0
,7713.984,1
,7809.219,1
,7904.453,2
,7999.688,0
,8094.922,1
,8190.156,1
,8285.391,1
,8380.625,1
,8475.859,1
,8571.094,2
,8666.328,1
,8761.563,1
,8856.797,1
,8952.031,1
,9047.266,1
,9142.500,0
,9237.734,1
,9332.969,1
,9428.203,1
,9523.438,1
,9618.672,1
,9713.906,0
,9809.141,1
,9904.375,1
,9999.609,2
,10094.844,1
,10190.078,1
,10285.313,1
,10380.547,2
,10475.781,1
,10571.016,1
,10666.250,1
,10761.484,1
,10856.719,1
,10951.953,1
,11047.188,1
,11142.422,1
,11237.656,1
,11332.891,2
,11428.125,1
,11523.359,2
,11618.594,1
,11713.828,2
,11809.063,1
,11904.297,2
,11999.531,0
,12094.766,1
,
