0.000,550
,0.105,680
,0.211,310
,0.316,-130
,0.422,-250
,0.527,70
,0.633,450
,0.738,540
,0.844,190
,0.949,-240
,1.055,-320
,1.160,40
,1.266,420
,1.371,500
,1.477,170
,1.582,-210
,1.688,-310
,1.793,10
,1.899,400
,2.004,400
,2.110,0
,2.215,-380
,2.321,-450
,2.426,-160
,2.532,190
,2.637,270
,2.743,10
,2.848,-330
,2.954,-430
,3.059,-140
,3.165,240
,3.270,370
,3.376,150
,3.481,-200
,3.586,-300
,3.692,-40
,3.797,360
,3.903,480
,4.008,230
,4.114,-200
,4.219,-440
,4.325,-300
,4.430,-30
,4.536,100
,4.641,-90
,4.747,-420
,4.852,-520
,4.958,-250
,5.063,190
,5.169,470
,5.274,370
,5.380,90
,5.485,-80
,5.591,40
,5.696,330
,5.802,500
,5.907,350
,6.013,30
,6.118,-160
,6.224,-20
,6.329,290
,6.435,450
,6.540,270
,6.646,-60
,6.751,-280
,6.857,-160
,6.962,180
,7.068,410
,7.173,360
,7.278,60
,7.384,-110
,7.489,-30
,7.595,240
,7.700,430
,7.806,330
,7.911,20
,8.017,-220
,8.122,-160
,8.228,80
,8.333,390
,8.439,390
,8.544,140
,8.650,-130
,8.755,-140
,8.861,120
,8.966,370
,9.072,360
,9.177,50
,9.283,-200
,9.388,-220
,9.494,10
,9.599,270
,9.705,330
,9.810,150
,9.916,-80
,10.021,-130
,10.127,90
,10.232,360
,10.338,470
,10.443,320
,10.549,130
,10.654,50
,10.759,260
,10.865,530
,10.970,600
,11.076,420
,11.181,160
,11.287,50
,11.392,270
,11.498,510
,11.603,600
,11.709,420
,11.814,170
,11.920,110
,12.025,270
,12.131,510
,12.236,600
,12.342,410
,12.447,160
,12.553,50
,12.658,190
,12.764,420
,12.869,500
,12.975,350
,13.080,100
,13.186,-20
,13.291,90
,13.397,290
,13.502,360
,13.608,240
,13.713,40
,13.819,-30
,13.924,110
,14.030,310
,14.135,380
,14.241,270
,14.346,120
,14.451,50
,14.557,160
,14.662,360
,14.768,450
,14.873,360
,14.979,180
,15.084,80
,15.190,150
,15.295,310
,15.401,410
,15.506,360
,15.612,240
,15.717,190
,15.823,240
,15.928,360
,16.034,460
,16.139,460
,16.245,360
,16.350,260
,16.456,250
,16.561,300
,16.667,360
,16.772,360
,16.878,290
,16.983,190
,17.089,150
,17.194,240
,17.300,310
,17.405,360
,17.511,310
,17.616,210
,17.722,190
,17.827,190
,17.932,200
,18.038,210
,18.143,220
,18.249,200
,18.354,180
,18.460,150
,18.565,150
,18.671,150
,18.776,120
,18.882,100
,18.987,80
,19.093,150
,19.198,240
,19.304,280
,19.409,270
,19.515,240
,19.620,230
,19.726,230
,19.831,240
,19.937,210
,20.042,130
,20.148,50
,20.253,20
,20.359,20
,20.464,40
,20.570,40
,20.675,0
,20.781,-30
,20.886,-20
,20.992,0
,21.097,40
,21.203,80
,21.308,90
,21.414,100
,21.519,130
,21.624,190
,21.730,270
,21.835,290
,21.941,270
,22.046,270
,22.152,270
,22.257,310
,22.363,360
,22.468,370
,22.574,340
,22.679,300
,22.785,300
,22.890,350
,22.996,420
,23.101,430
,23.207,380
,23.312,310
,23.418,270
,23.523,320
,23.629,430
,23.734,470
,23.840,420
,23.945,340
,24.051,310
,24.156,320
,24.262,310
,24.367,280
,24.473,230
,24.578,100
,24.684,0
,24.789,-30
,24.895,-30
,25.000,-10
,25.105,-20
,25.211,-40
,25.316,-40
,25.422,-10
,25.527,50
,25.633,110
,25.738,110
,25.844,110
,25.949,120
,26.055,170
,26.160,230
,26.266,240
,26.371,230
,26.477,190
,26.582,190
,26.688,240
,26.793,270
,26.899,270
,0.000,97
,37.031,72
,74.063,18
,111.094,8
,148.125,14
,185.156,16
,222.188,16
,259.219,11
,296.250,9
,333.281,7
,370.313,4
,407.344,3
,444.375,11
,481.406,5
,518.438,4
,555.469,9
,592.500,6
,629.531,5
,666.563,6
,703.594,3
,740.625,4
,777.656,3
,814.688,2
,851.719,4
,888.750,5
,925.781,4
,962.813,2
,999.844,4
,1036.875,1
,1073.906,3
,1110.938,3
,1147.969,3
,1185.000,3
,1222.031,2
,1259.063,1
,1296.094,3
,1333.125,2
,1370.156,1
,1407.188,6
,1444.219,3
,1481.250,3
,1518.281,29
,1555.313,45
,1592.344,35
,1629.375,12
,1666.406,4
,1703.438,4
,1740.469,2
,1777.500,2
,1814.531,1
,1851.563,2
,1888.594,2
,1925.625,1
,1962.656,3
,1999.688,2
,2036.719,1
,2073.750,2
,2110.781,3
,2147.813,2
,2184.844,2
,2221.875,2
,2258.906,2
,2295.938,3
,2332.969,3
,2370.000,0
,2407.031,1
,2444.063,1
,2481.094,0
,2518.125,0
,2555.156,1
,2592.188,1
,2629.219,2
,2666.250,1
,2703.281,1
,2740.313,1
,2777.344,1
,2814.375,1
,2851.406,1
,2888.438,1
,2925.469,1
,2962.500,1
,2999.531,1
,3036.563,1
,3073.594,2
,3110.625,1
,3147.656,1
,3184.688,1
,3221.719,1
,3258.750,0
,3295.781,2
,3332.813,1
,3369.844,2
,3406.875,1
,3443.906,1
,3480.938,2
,3517.969,2
,3555.000,1
,3592.031,1
,3629.063,2
,3666.094,1
,3703.125,1
,3740.156,1
,3777.188,0
,3814.219,2
,3851.250,1
,3888.281,1
,3925.313,1
,3962.344,0
,3999.375,2
,4036.406,1
,4073.438,1
,4110.469,1
,4147.500,3
,4184.531,0
,4221.563,1
,4258.594,1
,4295.625,2
,4332.656,1
,4369.688,1
,4406.719,1
,4443.750,1
,4480.781,1
,4517.813,1
,4554.844,1
,4591.875,1
,4628.906,1
,4665.938,1
,4702.969,2
,
